group group_name seqnames start end width strand gene_id gene_biotype symbol
6988 1 genes chr10 44302220 44306636 4417 - ENSDARG00000115248 protein_coding CDK2AP1
6989 1 genes chr10 44309997 44355534 45538 - ENSDARG00000099080 protein_coding sbno1
6990 1 genes chr10 44363195 44373370 10176 + ENSDARG00000105231 protein_coding kmt5aa
6991 1 genes chr10 44373349 44378081 4733 + ENSDARG00000099913 protein_coding snrnp35
6992 1 genes chr10 44408675 44411032 2358 - ENSDARG00000079483 protein_coding CABZ01072096.1
6993 1 genes chr10 44437080 44444714 7635 + ENSDARG00000037229 protein_coding denr
6994 1 genes chr10 44462447 44467384 4938 - ENSDARG00000111759 protein_coding ccdc62
6995 1 genes chr10 44473851 44482911 9061 - ENSDARG00000060627 protein_coding hip1ra
6996 1 genes chr10 44503819 44508249 4431 - ENSDARG00000103752 protein_coding DUSP26
6997 1 genes chr10 44513231 44517186 3956 - ENSDARG00000114742 protein_coding CABZ01072083.2
6998 1 genes chr10 44552548 44560302 7755 - ENSDARG00000053963 protein_coding npm2b
6999 1 genes chr10 44581378 44672402 91025 + ENSDARG00000100594 protein_coding sez6l
7000 1 genes chr10 44677632 44691944 14313 + ENSDARG00000099155 protein_coding tpst2
7001 1 genes chr10 44692272 44694732 2461 + ENSDARG00000102632 protein_coding ubc
7002 1 genes chr10 44699734 44748270 48537 + ENSDARG00000101557 protein_coding scarb1
7003 1 genes chr10 44769050 44788554 19505 - ENSDARG00000102900 protein_coding tacr1b
7004 1 genes chr10 44811700 44901444 89745 + ENSDARG00000104387 protein_coding si:ch211-48m9.1
7005 1 genes chr10 44903676 44914922 11247 + ENSDARG00000101143 protein_coding zgc:114173
7006 1 genes chr10 44917351 44924289 6939 - ENSDARG00000104643 protein_coding tuba7l
7007 1 genes chr10 44924684 44939658 14975 + ENSDARG00000099633 protein_coding sec14l7
7008 1 genes chr10 44940693 44942231 1539 + ENSDARG00000102380 protein_coding cnnm4a
7009 1 genes chr10 44955106 44964776 9671 + ENSDARG00000098700 protein_coding il1b
7010 1 genes chr10 44979533 44981295 1763 - ENSDARG00000103546 protein_coding purbb
7011 1 genes chr10 44984946 44998452 13507 + ENSDARG00000116491 protein_coding h2az2b
7012 1 genes chr10 44997062 45002196 5135 - ENSDARG00000102389 protein_coding ved
7013 1 genes chr10 45015225 45029041 13817 - ENSDARG00000103470 protein_coding polm
7014 1 genes chr10 45031398 45047242 15845 + ENSDARG00000098296 protein_coding gnsb
7015 1 genes chr10 45053577 45058886 5310 - ENSDARG00000100116 protein_coding mrps24
7016 1 genes chr10 45059702 45070182 10481 + ENSDARG00000098361 protein_coding nudcd3
7017 1 genes chr10 45071603 45134581 62979 + ENSDARG00000100089 protein_coding camk2b2
7018 1 genes chr10 45148005 45205893 57889 + ENSDARG00000103428 protein_coding ogdhb
7019 1 genes chr10 45205407 45230081 24675 - ENSDARG00000101719 protein_coding pargl
7020 1 genes chr10 45248326 45341821 93496 + ENSDARG00000098683 protein_coding zmiz2
7021 1 genes chr10 45345574 45352279 6706 + ENSDARG00000103994 protein_coding ppiab
7022 1 genes chr10 45371044 45379831 8788 - ENSDARG00000109770 protein_coding CABZ01117348.1
7023 1 genes chr3 12977 46058 33082 - ENSDARG00000035221 protein_coding zgc:110249
7024 1 genes chr3 40492 136043 95552 - ENSDARG00000104985 protein_coding zgc:110249.1
7025 1 genes chr3 66842 79366 12525 - ENSDARG00000075737 protein_coding zgc:165518
7026 1 genes chr3 146153 147368 1216 - ENSDARG00000098142 protein_coding CR391944.1
7027 1 genes chr3 155659 313530 157872 + ENSDARG00000117179 protein_coding FP326649.1
7028 1 genes chr3 162315 180860 18546 - ENSDARG00000040912 protein_coding kdelr3
7029 1 genes chr3 196316 214709 18394 - ENSDARG00000068110 protein_coding CABZ01079818.1
7030 1 genes chr3 240636 250145 9510 + ENSDARG00000088820 protein_coding zgc:174288
7031 1 genes chr3 301479 302222 744 + ENSDARG00000104519 protein_coding CABZ01075611.1
7032 1 genes chr3 325757 336299 10543 - ENSDARG00000088022 protein_coding mhc1zfa
7033 1 genes chr3 346530 367405 20876 - ENSDARG00000092162 protein_coding mhc1zaa
7034 1 genes chr3 383848 402740 18893 - ENSDARG00000074765 protein_coding mhc1zja
7035 1 genes chr3 431208 454166 22959 + ENSDARG00000039752 protein_coding si:dkey-167k11.5
7036 1 genes chr3 431250 440125 8876 + ENSDARG00000030508 protein_coding si:dkey-167k11.5.1
7037 1 genes chr3 464127 630986 166860 + ENSDARG00000091993 protein_coding dicp1.1
7038 1 genes chr3 472158 474844 2687 + ENSDARG00000079347 protein_coding zgc:194659
7039 1 genes chr3 495748 506241 10494 - ENSDARG00000079425 protein_coding si:dkey-12f6.5
7040 1 genes chr3 532862 545668 12807 + ENSDARG00000109658 protein_coding CR792453.2
7041 1 genes chr3 562333 697363 135031 - ENSDARG00000115199 protein_coding dicp1.3-4
7042 1 genes chr3 580351 584950 4600 - ENSDARG00000114814 protein_coding dicp1.1.1
7043 1 genes chr3 612432 622553 10122 + ENSDARG00000110328 protein_coding CR792453.3
7044 1 genes chr3 634682 774223 139542 + ENSDARG00000111013 protein_coding dicp1.1.2
7045 1 genes chr3 709393 800315 90923 + ENSDARG00000115525 protein_coding AL929520.3
7046 1 genes chr3 726000 737904 11905 + ENSDARG00000104275 protein_coding dicp1.17
7047 1 genes chr3 823084 829433 6350 + ENSDARG00000016674 protein_coding FP102888.1
7048 1 genes chr3 832788 836135 3348 + ENSDARG00000111125 protein_coding FP102888.3
7049 1 genes chr3 866044 873695 7652 + ENSDARG00000090551 protein_coding FP102786.1
7050 1 genes chr3 938438 945007 6570 + ENSDARG00000100429 protein_coding irgf4
7051 1 genes chr3 1005059 1012673 7615 + ENSDARG00000086569 protein_coding zgc:172051
7052 1 genes chr3 1015867 1029876 14010 + ENSDARG00000079544 protein_coding si:ch1073-464p5.5
7053 1 genes chr3 1030479 1036544 6066 + ENSDARG00000074191 protein_coding zgc:172253
7054 1 genes chr3 1037946 1061723 23778 + ENSDARG00000038405 protein_coding zgc:153921
7055 1 genes chr3 1037959 1045311 7353 + ENSDARG00000020738 protein_coding zgc:153921.1
7056 1 genes chr3 1096831 1106313 9483 + ENSDARG00000075173 protein_coding si:ch1073-322p19.1
7057 1 genes chr3 1107102 1130892 23791 + ENSDARG00000063438 protein_coding srebf2
7058 1 genes chr3 1132908 1146497 13590 - ENSDARG00000095974 protein_coding si:ch73-211l13.2
7059 1 genes chr3 1150348 1156033 5686 + ENSDARG00000038027 protein_coding nol12
7060 1 genes chr3 1167026 1180520 13495 + ENSDARG00000006385 protein_coding triobpb
7061 1 genes chr3 1182315 1186100 3786 + ENSDARG00000038028 protein_coding ndufa6
7062 1 genes chr3 1186540 1190132 3593 - ENSDARG00000095826 protein_coding smdt1a
7063 1 genes chr3 1191370 1204341 12972 - ENSDARG00000006758 protein_coding fam234b
7064 1 genes chr3 1209006 1218227 9222 + ENSDARG00000099375 protein_coding poldip3
7065 1 genes chr3 1219344 1222249 2906 + ENSDARG00000098934 protein_coding rrp7a
7066 1 genes chr3 1223824 1228130 4307 + ENSDARG00000044852 protein_coding wbp2nl
7067 1 genes chr3 1228132 1232384 4253 - ENSDARG00000074266 protein_coding si:ch1073-314i13.4
7068 1 genes chr3 1260350 1283247 22898 - ENSDARG00000078348 protein_coding tcf20
7069 1 genes chr3 1303862 1317290 13429 - ENSDARG00000079348 protein_coding GRIN2B
7070 1 genes chr3 1323732 1339220 15489 - ENSDARG00000098105 protein_coding tmem106c
7071 1 genes chr3 1352555 1364946 12392 - ENSDARG00000099949 protein_coding FP236551.1
7072 1 genes chr3 1378098 1388936 10839 - ENSDARG00000102353 protein_coding ddx47
7073 1 genes chr3 1395079 1400309 5231 - ENSDARG00000101411 protein_coding wbp11
7074 1 genes chr3 1405504 1408487 2984 - ENSDARG00000058414 protein_coding bglap
7075 1 genes chr3 1414870 1434135 19266 - ENSDARG00000086189 protein_coding mgp
7076 1 genes chr3 1492174 1501255 9082 + ENSDARG00000077467 protein_coding sox10
7077 1 genes chr3 1511199 1520657 9459 - ENSDARG00000036625 protein_coding polr2f
7078 1 genes chr3 1637358 1639983 2626 + ENSDARG00000112755 protein_coding CR394546.4
7079 1 genes chr3 1689220 1714615 25396 + ENSDARG00000114661 protein_coding BX321875.4
7080 1 genes chr3 1724941 1729813 4873 + ENSDARG00000110635 protein_coding BX321875.2
7081 1 genes chr3 1735214 1737590 2377 + ENSDARG00000112569 protein_coding BX321875.3
7082 1 genes chr3 1749793 1761980 12188 + ENSDARG00000002097 protein_coding si:dkeyp-52c3.7
7083 1 genes chr3 1842616 1859198 16583 - ENSDARG00000087016 protein_coding micall1b.2
7084 1 genes chr3 1895523 1906976 11454 - ENSDARG00000115690 protein_coding zgc:101806
7085 1 genes chr3 1930066 1970820 40755 - ENSDARG00000035088 protein_coding si:ch211-254c8.3
7086 1 genes chr3 1931815 1938665 6851 - ENSDARG00000056443 protein_coding zgc:152753
7087 1 genes chr3 1942219 1943632 1414 + ENSDARG00000076158 protein_coding zgc:165583
7088 1 genes chr3 1979271 1989000 9730 - ENSDARG00000111949 protein_coding BX005442.3
7089 1 genes chr3 2013324 2033105 19782 - ENSDARG00000076573 protein_coding si:dkey-88j15.3
7090 1 genes chr3 2070039 2072630 2592 - ENSDARG00000116893 protein_coding BX005442.4
7091 1 genes chr3 2083860 2091029 7170 - ENSDARG00000079471 protein_coding si:dkey-88j15.4
7092 1 genes chr3 2105598 2110893 5296 - ENSDARG00000109662 protein_coding BX005442.2
7093 1 genes chr3 2200895 2209415 8521 - ENSDARG00000052876 protein_coding CR933791.2
7094 1 genes chr3 2572267 2593859 21593 - ENSDARG00000090876 protein_coding si:dkey-217f16.5
7095 1 genes chr3 2602341 2623176 20836 - ENSDARG00000076389 protein_coding si:dkey-217f16.6
7096 1 genes chr3 2669813 2673643 3831 + ENSDARG00000090015 protein_coding CR388047.1
7097 1 genes chr3 2719243 2894449 175207 + ENSDARG00000117023 protein_coding CR388047.3
7098 1 genes chr3 2754885 2757607 2723 + ENSDARG00000109888 protein_coding CR388047.2
7099 1 genes chr3 2959343 2961987 2645 + ENSDARG00000109940 protein_coding BX004816.3
7100 1 genes chr3 2971852 2979129 7278 + ENSDARG00000040497 protein_coding BX004816.1
7101 1 genes chr3 3016408 3019979 3572 - ENSDARG00000075626 protein_coding zgc:172090
7102 1 genes chr3 3046909 3072467 25559 + ENSDARG00000087012 protein_coding BX004816.2
7103 1 genes chr3 3099492 3100238 747 + ENSDARG00000113893 protein_coding si:dkey-30g5.1
7104 1 genes chr3 3113543 3115574 2032 + ENSDARG00000087817 protein_coding si:dkey-30g5.1.1
7105 1 genes chr3 3139240 3139974 735 + ENSDARG00000115760 protein_coding si:dkey-30g5.1.2
7106 1 genes chr3 3200912 3210640 9729 - ENSDARG00000086048 protein_coding si:ch211-229i14.2
7107 1 genes chr3 3281734 3297913 16180 - ENSDARG00000113960 protein_coding AL953907.2
7108 1 genes chr3 3313950 3328097 14148 - ENSDARG00000091956 protein_coding tmem184bb
7109 1 genes chr3 3335167 3372259 37093 - ENSDARG00000079723 protein_coding si:dkey-46g23.1
7110 1 genes chr3 3386221 3398383 12163 - ENSDARG00000115817 protein_coding si:dkey-46g23.2
7111 1 genes chr3 3402223 3413680 11458 - ENSDARG00000116005 protein_coding zgc:171446
7112 1 genes chr3 3415921 3428944 13024 - ENSDARG00000115205 protein_coding zgc:171445
7113 1 genes chr3 3432960 3448095 15136 - ENSDARG00000008835 protein_coding si:dkey-46g23.5
7114 1 genes chr3 3454610 3465646 11037 + ENSDARG00000078183 protein_coding zgc:165453
7115 1 genes chr3 3469600 3481763 12164 + ENSDARG00000074764 protein_coding zgc:171426
7116 1 genes chr3 3489456 3496738 7283 - ENSDARG00000111638 protein_coding CABZ01040998.1
7117 1 genes chr3 3519607 3528258 8652 + ENSDARG00000077792 protein_coding cdc42ep1b
7118 1 genes chr3 3545825 3550612 4788 + ENSDARG00000079269 protein_coding CR589947.1
7119 1 genes chr3 3573696 3578297 4602 + ENSDARG00000101189 protein_coding CR589947.2
7120 1 genes chr3 3598555 3603348 4794 + ENSDARG00000111399 protein_coding CR589947.3
7121 1 genes chr3 3610140 3634849 24710 + ENSDARG00000071152 protein_coding pick1
7122 1 genes chr3 3641429 3670604 29176 + ENSDARG00000063313 protein_coding plbd1
7123 1 genes chr3 3666138 3703572 37435 - ENSDARG00000079185 protein_coding si:ch211-163m16.7
7124 1 genes chr3 3681116 3686482 5367 + ENSDARG00000078178 protein_coding art4
7125 1 genes chr3 3693417 3695256 1840 + ENSDARG00000002797 protein_coding BX908804.1
7126 1 genes chr3 3718608 3723494 4887 - ENSDARG00000089602 protein_coding si:dkey-217f16.1
7127 1 genes chr3 3729821 3731563 1743 - ENSDARG00000110879 protein_coding BX908804.2
7128 1 genes chr3 3740729 3741748 1020 + ENSDARG00000117123 protein_coding BX908804.3
7129 1 genes chr3 3765831 3798755 32925 - ENSDARG00000014320 protein_coding gucy2c
7130 1 genes chr3 3810919 3821845 10927 + ENSDARG00000038398 protein_coding pmm1
7131 1 genes chr3 3852614 3886784 34171 + ENSDARG00000115257 protein_coding si:ch73-338o16.4
7132 1 genes chr3 3935115 3939785 4671 - ENSDARG00000074607 protein_coding unm_sa1506
7133 1 genes chr3 3992590 4007814 15225 + ENSDARG00000060655 protein_coding BX005421.2
7134 1 genes chr3 4047789 4214905 167117 + ENSDARG00000038392 protein_coding si:dkeyp-52c3.7.1
7135 1 genes chr3 4113551 4118895 5345 + ENSDARG00000115941 protein_coding LO018551.1
7136 1 genes chr3 4225128 4226424 1297 + ENSDARG00000097588 protein_coding si:dkey-175d9.1
7137 1 genes chr3 4239106 4253214 14109 - ENSDARG00000093476 protein_coding si:dkey-175d9.2
7138 1 genes chr3 4266289 4268994 2706 + ENSDARG00000095739 protein_coding si:dkey-73p2.1
7139 1 genes chr3 4294936 4303262 8327 - ENSDARG00000079245 protein_coding si:dkey-73p2.2
7140 1 genes chr3 4346854 4347932 1079 + ENSDARG00000095076 protein_coding si:dkey-73p2.3
7141 1 genes chr3 4403980 4426242 22263 + ENSDARG00000078832 protein_coding si:dkey-73p2.3.1
7142 1 genes chr3 4444233 4456956 12724 - ENSDARG00000052255 protein_coding trim35-3
7143 1 genes chr3 4458390 4501026 42637 - ENSDARG00000098540 protein_coding zc3h7ba
7144 1 genes chr3 4502066 4530195 28130 + ENSDARG00000041317 protein_coding rangap1a
7145 1 genes chr3 4534566 4552624 18059 - ENSDARG00000076106 protein_coding ftr43
7146 1 genes chr3 4555758 4557653 1896 - ENSDARG00000115041 protein_coding ftr50
7147 1 genes chr3 4571886 4574372 2487 - ENSDARG00000116623 protein_coding ftr50.1
7148 1 genes chr3 4576089 4591643 15555 - ENSDARG00000054153 protein_coding ftr50.2
7149 1 genes chr3 4606718 4612324 5607 - ENSDARG00000112545 protein_coding ftr50.3
7150 1 genes chr3 4644031 4663602 19572 - ENSDARG00000059805 protein_coding slc25a38a
7151 1 genes chr3 4726621 4731396 4776 + ENSDARG00000111833 protein_coding CABZ01046996.1
7152 1 genes chr3 4755681 4760384 4704 - ENSDARG00000073901 protein_coding CABZ01046997.1
7153 1 genes chr3 4911207 4911989 783 - ENSDARG00000058700 protein_coding si:dkey-73p2.2.1
7154 1 genes chr3 4997545 4998034 490 + ENSDARG00000115870 protein_coding CABZ01117706.1
7155 1 genes chr3 5008971 5016893 7923 - ENSDARG00000100167 protein_coding CSDC2
7156 1 genes chr3 5019502 5030089 10588 - ENSDARG00000102590 protein_coding polr3h
7157 1 genes chr3 5052822 5067585 14764 - ENSDARG00000098103 protein_coding tefb
7158 1 genes chr3 5083407 5113772 30366 + ENSDARG00000092778 protein_coding si:ch73-338o16.4.1
7159 1 genes chr3 5102656 5228841 126186 - ENSDARG00000001014 protein_coding myh9b
7160 1 genes chr3 5265101 5277041 11941 - ENSDARG00000034777 protein_coding txn2
7161 1 genes chr3 5297493 5311659 14167 + ENSDARG00000093384 protein_coding si:ch211-150d5.3
7162 1 genes chr3 5331428 5342333 10906 + ENSDARG00000089312 protein_coding si:ch73-106l15.4
7163 1 genes chr3 5344999 5362347 17349 - ENSDARG00000058958 protein_coding trim35-7
7164 1 genes chr3 5366371 5394800 28430 - ENSDARG00000111097 protein_coding si:ch73-106l15.2
7165 1 genes chr3 5403848 5413018 9171 - ENSDARG00000043002 protein_coding vmo1a
7166 1 genes chr3 5420406 5433392 12987 - ENSDARG00000104825 protein_coding trim35-7.1
7167 1 genes chr3 5490104 5510788 20685 + ENSDARG00000098843 protein_coding FQ311879.1
7168 1 genes chr3 5504990 5507177 2188 + ENSDARG00000089185 protein_coding si:ch73-264i18.2
7169 1 genes chr3 5538485 5555500 17016 - ENSDARG00000052097 protein_coding trim35-31
7170 1 genes chr3 5575313 5611867 36555 + ENSDARG00000027360 protein_coding si:ch211-106h11.3
7171 1 genes chr3 5619058 5644028 24971 - ENSDARG00000015111 protein_coding ddx39ab
7172 1 genes chr3 5647772 5664123 16352 - ENSDARG00000017720 protein_coding si:ch211-106h11.1
7173 1 genes chr3 5778954 5829501 50548 - ENSDARG00000062748 protein_coding pkn1b
7174 1 genes chr3 5882130 5964557 82428 - ENSDARG00000116871 protein_coding BX284638.2
7175 1 genes chr3 5991765 6035766 44002 - ENSDARG00000058848 protein_coding mcoln1b
7176 1 genes chr3 6178347 6191950 13604 - ENSDARG00000103154 protein_coding si:ch73-144l3.1
7177 1 genes chr3 6278752 6281503 2752 - ENSDARG00000093487 protein_coding BX004785.2
7178 1 genes chr3 6291635 6310748 19114 + ENSDARG00000102219 protein_coding si:ch211-12p12.2
7179 1 genes chr3 6325895 6351893 25999 + ENSDARG00000104113 protein_coding zgc:136767
7180 1 genes chr3 6380160 6417328 37169 - ENSDARG00000099312 protein_coding jpt1b
7181 1 genes chr3 6423274 6441619 18346 - ENSDARG00000102741 protein_coding sumo2b
7182 1 genes chr3 6443992 6488261 44270 + ENSDARG00000098679 protein_coding nup85
7183 1 genes chr3 6469754 6477662 7909 + ENSDARG00000112002 protein_coding NUP85
7184 1 genes chr3 6490520 6519760 29241 - ENSDARG00000098871 protein_coding gga3b
7185 1 genes chr3 6553362 6555154 1793 - ENSDARG00000100617 protein_coding si:ch1073-209h18.1
7186 1 genes chr3 6600294 6608342 8049 - ENSDARG00000102856 protein_coding si:ch73-59f11.3
7187 1 genes chr3 6639796 6669640 29845 + ENSDARG00000099371 protein_coding cygb1
7188 1 genes chr3 6692369 6719232 26864 - ENSDARG00000088145 protein_coding atg4db
7189 1 genes chr3 6720858 6768905 48048 - ENSDARG00000088789 protein_coding mast1b
7190 1 genes chr3 6895555 6902975 7421 - ENSDARG00000099172 protein_coding BX000701.1
7191 1 genes chr3 6993107 7106678 113572 - ENSDARG00000113011 protein_coding zgc:113102
7192 1 genes chr3 7001608 7011997 10390 + ENSDARG00000086831 protein_coding zmp:0000001228
7193 1 genes chr3 7040363 7041760 1398 + ENSDARG00000105074 protein_coding BX000701.2
7194 1 genes chr3 7056679 7106678 50000 - ENSDARG00000098122 protein_coding BX005085.2
7195 1 genes chr3 7098948 7160717 61770 - ENSDARG00000103450 protein_coding BX005085.3
7196 1 genes chr3 7111704 7119493 7790 - ENSDARG00000117076 protein_coding BX005085.7
7197 1 genes chr3 7123912 7129057 5146 - ENSDARG00000089947 protein_coding BX005085.1
7198 1 genes chr3 7133388 7134113 726 - ENSDARG00000115220 protein_coding BX005085.6
7199 1 genes chr3 7141360 7147226 5867 - ENSDARG00000114108 protein_coding BX005085.5
7200 1 genes chr3 7152770 7170661 17892 - ENSDARG00000110003 protein_coding BX005085.4
7201 1 genes chr3 7245170 7254636 9467 - ENSDARG00000091679 protein_coding FO704858.1
7202 1 genes chr3 7263209 7271258 8050 - ENSDARG00000103530 protein_coding zgc:113102.1
7203 1 genes chr3 7276432 7283867 7436 - ENSDARG00000098923 protein_coding zgc:173577
7204 1 genes chr3 7295464 7296189 726 - ENSDARG00000094216 protein_coding si:ch1073-186o8.3
7205 1 genes chr3 7299141 7343549 44409 - ENSDARG00000100803 protein_coding zgc:113443
7206 1 genes chr3 7395174 7405452 10279 - ENSDARG00000102401 protein_coding zgc:173517
7207 1 genes chr3 7435802 7436932 1131 - ENSDARG00000102411 protein_coding CR847850.1
7208 1 genes chr3 7463168 7464250 1083 - ENSDARG00000115857 protein_coding znf1001
7209 1 genes chr3 7509323 7524363 15041 - ENSDARG00000103777 protein_coding znf1001.1
7210 1 genes chr3 7545733 7546740 1008 - ENSDARG00000090740 protein_coding zmp:0000001003
7211 1 genes chr3 7617353 7639107 21755 + ENSDARG00000103413 protein_coding zgc:109949
7212 1 genes chr3 7654655 7656059 1405 - ENSDARG00000104773 protein_coding junbb
7213 1 genes chr3 7763114 7819840 56727 + ENSDARG00000099235 protein_coding hook2
7214 1 genes chr3 7771420 7801208 29789 + ENSDARG00000039309 protein_coding hook2.1
7215 1 genes chr3 7822948 7834506 11559 + ENSDARG00000104178 protein_coding trir
7216 1 genes chr3 7839880 7897563 57684 - ENSDARG00000100508 protein_coding ubn2b
7217 1 genes chr3 7904390 7912661 8272 - ENSDARG00000102303 protein_coding trim35-21
7218 1 genes chr3 7920211 7940635 20425 - ENSDARG00000101055 protein_coding trim35-25
7219 1 genes chr3 7943202 7948799 5598 - ENSDARG00000099684 protein_coding trim35-24
7220 1 genes chr3 7952790 7961226 8437 - ENSDARG00000102368 protein_coding trim35-23
7221 1 genes chr3 7964606 7974028 9423 - ENSDARG00000102264 protein_coding trim35-22
7222 1 genes chr3 7987111 7997887 10777 - ENSDARG00000100721 protein_coding si:ch211-175l6.2
7223 1 genes chr3 8006777 8012847 6071 - ENSDARG00000100373 protein_coding si:ch211-175l6.1
7224 1 genes chr3 8030592 8035737 5146 - ENSDARG00000099639 protein_coding trim35-19
7225 1 genes chr3 8118244 8160457 42214 - ENSDARG00000111323 protein_coding si:ch211-51i16.1
7226 1 genes chr3 8139316 8144626 5311 - ENSDARG00000105044 protein_coding si:ch211-51i16.3
7227 1 genes chr3 8158039 8199772 41734 - ENSDARG00000104193 protein_coding CABZ01019904.1
7228 1 genes chr3 8173070 8174274 1205 - ENSDARG00000100364 protein_coding FO907110.1
7229 1 genes chr3 8224622 8227209 2588 + ENSDARG00000094959 protein_coding si:ch73-379f5.5
7230 1 genes chr3 8229466 8246315 16850 - ENSDARG00000040433 protein_coding cyp2k22
7231 1 genes chr3 8256231 8285123 28893 - ENSDARG00000039108 protein_coding trim35-9
7232 1 genes chr3 8261132 8272632 11501 - ENSDARG00000009874 protein_coding cyp2k6
7233 1 genes chr3 8290595 8297250 6656 + ENSDARG00000033071 protein_coding trim35-10
7234 1 genes chr3 8323586 8542577 218992 - ENSDARG00000074310 protein_coding rbfox3b
7235 1 genes chr3 8506061 8510201 4141 - ENSDARG00000039935 protein_coding CABZ01064671.1
7236 1 genes chr3 8758286 8765165 6880 - ENSDARG00000113458 protein_coding CABZ01058333.1
7237 1 genes chr3 8825382 8836722 11341 + ENSDARG00000103564 protein_coding si:dkeyp-30d6.2
7238 1 genes chr3 8873204 8873716 513 - ENSDARG00000100148 protein_coding znf1150
7239 1 genes chr3 9071806 9091825 20020 + ENSDARG00000091025 protein_coding znf1124
7240 1 genes chr3 9332984 9342773 9790 + ENSDARG00000111583 protein_coding LO018550.1
7241 1 genes chr3 9379877 9422448 42572 + ENSDARG00000109742 protein_coding gpr139
7242 1 genes chr3 9431501 9444749 13249 - ENSDARG00000116743 protein_coding rnps1
7243 1 genes chr3 9457762 9458445 684 - ENSDARG00000109683 protein_coding FO904885.1
7244 1 genes chr3 9485208 9488350 3143 - ENSDARG00000114377 protein_coding FO904885.2
7245 1 genes chr3 9496077 9496853 777 - ENSDARG00000090501 protein_coding zmp:0000000997
7246 1 genes chr3 9542168 9571309 29142 - ENSDARG00000110702 protein_coding zgc:162154
7247 1 genes chr3 9588705 9626674 37970 + ENSDARG00000024317 protein_coding trap1
7248 1 genes chr3 9634777 9722603 87827 - ENSDARG00000112452 protein_coding crebbpb
7249 1 genes chr3 9737490 9738985 1496 - ENSDARG00000103847 protein_coding CR339059.1
7250 1 genes chr3 10152092 10164759 12668 + ENSDARG00000044938 protein_coding cbx2
7251 1 genes chr3 10310090 10312232 2143 - ENSDARG00000058819 protein_coding nog1
7252 1 genes chr3 10407458 10425313 17856 - ENSDARG00000073985 protein_coding pctp
7253 1 genes chr3 10535957 10582384 46428 - ENSDARG00000034060 protein_coding elac2
7254 1 genes chr3 10592597 10634532 41936 - ENSDARG00000063583 protein_coding map2k4a
7255 1 genes chr3 10637330 10641880 4551 + ENSDARG00000088981 protein_coding tmem220
7256 1 genes chr3 10652075 10677952 25878 - ENSDARG00000096854 protein_coding si:ch73-1f23.1
7257 1 genes chr3 10702884 10706846 3963 - ENSDARG00000097468 protein_coding si:ch73-1f23.1.1
7258 1 genes chr3 10728970 10751491 22522 - ENSDARG00000007787 protein_coding zgc:112965
7259 1 genes chr3 10743236 10749691 6456 - ENSDARG00000110710 protein_coding CU210890.1
7260 1 genes chr3 10762721 10779777 17057 - ENSDARG00000110008 protein_coding znf1004
7261 1 genes chr3 10914113 11008532 94420 - ENSDARG00000101863 protein_coding CR382337.3
7262 1 genes chr3 10969712 10970502 791 - ENSDARG00000087751 protein_coding CR382337.1
7263 1 genes chr3 11032192 11040575 8384 - ENSDARG00000100161 protein_coding CR382337.2
7264 1 genes chr3 11072958 11075476 2519 + ENSDARG00000101622 protein_coding mrps7
7265 1 genes chr3 11079404 11089062 9659 - ENSDARG00000102578 protein_coding mif4gdb
7266 1 genes chr3 11101585 11122914 21330 + ENSDARG00000101655 protein_coding sstr5
7267 1 genes chr3 11202622 11203689 1068 - ENSDARG00000101656 protein_coding BX323882.1
7268 1 genes chr3 11306799 11322732 15934 - ENSDARG00000100113 protein_coding AL935044.2
7269 1 genes chr3 11371786 11373435 1650 - ENSDARG00000088051 protein_coding AL935044.1
7270 1 genes chr3 11548516 11576337 27822 + ENSDARG00000040387 protein_coding mmd
7271 1 genes chr3 11568523 11587609 19087 + ENSDARG00000111269 protein_coding CABZ01087224.1
7272 1 genes chr3 11585298 11624694 39397 - ENSDARG00000074752 protein_coding hlfa
7273 1 genes chr3 11779689 11828206 48518 - ENSDARG00000011609 protein_coding FOXK2
7274 1 genes chr3 11867701 12381272 513572 - ENSDARG00000089616 protein_coding coro7
7275 1 genes chr3 11926030 11947672 21643 + ENSDARG00000058494 protein_coding dnaja3a
7276 1 genes chr3 11958592 11972516 13925 - ENSDARG00000078452 protein_coding hmox2b
7277 1 genes chr3 11977271 12026741 49471 - ENSDARG00000058508 protein_coding cfap70
7278 1 genes chr3 12128117 12187245 59129 - ENSDARG00000104587 protein_coding srl
7279 1 genes chr3 12202982 12227359 24378 - ENSDARG00000103923 protein_coding tfap4
7280 1 genes chr3 12322170 12335927 13758 + ENSDARG00000100232 protein_coding glis2b
7281 1 genes chr3 12345280 12352793 7514 - ENSDARG00000102822 protein_coding pam16
7282 1 genes chr3 12440099 12487576 47478 + ENSDARG00000102565 protein_coding vasnb
7283 1 genes chr3 12554801 12586613 31813 + ENSDARG00000105046 protein_coding ccnf
7284 1 genes chr3 12593558 12699905 106348 + ENSDARG00000100524 protein_coding abca3b
7285 1 genes chr3 12710350 12715432 5083 + ENSDARG00000104593 protein_coding cyp2k18
7286 1 genes chr3 12718100 12730554 12455 + ENSDARG00000101632 protein_coding cyp2k20
7287 1 genes chr3 12732382 12740310 7929 + ENSDARG00000101861 protein_coding cyp2k19
7288 1 genes chr3 12744083 12749198 5116 + ENSDARG00000105151 protein_coding cyp2k21
7289 1 genes chr3 12755535 12763119 7585 + ENSDARG00000104529 protein_coding cyp2k17
